
Rondom	ADP(type=pre)	rondom	
ze	PD(type=pers,position=free)	zij	
moeten	VRB(finiteness=fin,tense=pres)	moeten	
schielyk	AA(degree=pos,position=free)	schielijk	
bakken	VRB(finiteness=inf)	bakken	
,	PC		
is	VRB(finiteness=fin,tense=pres)	zijn	
excellent	AA(degree=pos,position=free)	excellent	
goed	AA(degree=pos,position=free)	goed	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
zo	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_376
veel	PD(type=indef,subtype=oth,position=prenom)	zoveel	mw_376
kuikens	NOU-C(number=pl)	kuiken	
als	CONJ(type=sub)	als	
men	PD(type=pers,position=free)	men	
wil	VRB(finiteness=fin,tense=pres)	willen	
,	PC		
na	ADP(type=pre)	na	
dat	CONJ(type=sub)	dat	
men	PD(type=pers,position=free)	men	
de	PD(type=d-p,subtype=art,position=prenom)	de	
pastey	NOU-C(number=sg)	pastei	
groot	AA(degree=pos,position=free)	groot	
of	CONJ(type=coor)	of	
klein	AA(degree=pos,position=free)	klein	
maken	VRB(finiteness=inf)	maken	
zal	VRB(finiteness=fin,tense=pres)	zullen	
,	PC		
en	CONJ(type=coor)	en	
kookt	VRB(finiteness=fin,tense=pres)	koken	
die	PD(type=d-p,position=free)	die	
dat	CONJ(type=sub)	dat	
ze	PD(type=pers,position=free)	zij	
gaar	AA(degree=pos,position=free)	gaar	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
,	PC		
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
snyd	VRB(finiteness=fin,tense=pres)	snijden	
ze	PD(type=pers,position=free)	zij	
eerst	ADV(type=reg)	eerst	
aan	ADP(type=pre)	aan	
stukkent	NOU-C(number=pl)	stuk	
,	PC		
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
schuimt	VRB(finiteness=fin,tense=pres)	schuimen	
het	PD(type=pers,position=free)	het	
wel	ADV(type=reg)	wel	
en	CONJ(type=coor)	en	
bewaart	VRB(finiteness=fin,tense=pres)	bewaren	
het	PD(type=pers,position=free)	het	
nat	NOU-C(number=sg)	nat	
,	PC		
daar	ADV(type=pron)	daarin	mw_404
men	PD(type=pers,position=free)	men	
te	ADV(type=reg)	tegelijk	mw_187
gelyk	ADV(type=reg)	tegelijk	mw_187
lamspootjes	NOU-C(number=pl)	lamspootje	
die	PD(type=d-p,position=free)	die	
gekapt	VRB(finiteness=pastpart)	kappen	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
in	ADV(type=pron)	daarin	mw_404
laat	VRB(finiteness=fin,tense=pres)	laten	
kooken	VRB(finiteness=inf)	koken	
,	PC		
neffens	ADP(type=pre)	nevens	
de	PD(type=d-p,subtype=art,position=prenom)	de	
sweserikken	NOU-C(number=pl)	zwezerik	
dien	PD(type=d-p,position=free)	die	
men	PD(type=pers,position=free)	men	
dan	ADV(type=reg)	dan	
in	ADP(type=pre)	in	
stukjes	NOU-C(number=pl)	stukje	
snyd	VRB(finiteness=fin,tense=pres)	snijden	
;	PC		
doet	VRB(finiteness=fin,tense=pres)	doen	
daar	ADV(type=pron)	daarbij	mw_12
by	ADV(type=pron)	daarbij	mw_12
gekookte	AA(degree=pos,position=prenom)	gekookt	
stoelen	NOU-C(number=pl)	stoel	
van	ADP(type=pre)	van	
artisjokken	NOU-C(number=pl)	artisjok	
,	PC		
haanekammen	NOU-C(number=pl)	hanenkam	
,	PC		
moeriljes	NOU-C(number=pl)	moerilje	
&c.	ADV(type=reg,WF=abbr)	et cetera	
en	CONJ(type=coor)	en	
doet	VRB(finiteness=fin,tense=pres)	doen	
'	PC		
er	ADV(type=pron)	erbovenop	mw_108
dan	ADV(type=reg)	dan	
booter	NOU-C(number=sg)	boter	
boven	ADV(type=pron)	erbovenop	mw_108
op	ADV(type=pron)	erbovenop	mw_108
,	PC		
als	CONJ(type=sub)	als	
gy	PD(type=pers,position=free)	gij	
het	PD(type=pers,position=free)	het	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
korst	NOU-C(number=sg)	korst	
doet	VRB(finiteness=fin,tense=pres)	doen	
met	ADP(type=pre)	met	
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
notemuscaat	NOU-C(number=sg)	nootmuskaat	
,	PC		
foelie	NOU-C(number=sg)	foelie	
en	CONJ(type=coor)	en	
zout	NOU-C(number=sg)	zout	
bestrooid	VRB(finiteness=prespart)	bestrooien	
,	PC		
en	CONJ(type=coor)	en	
doet	VRB(finiteness=fin,tense=pres)	doen	
'	PC		
er	ADV(type=pron)	erin	mw_144
gesneeden	AA(degree=pos,position=prenom)	gesneden	
schyfjes	NOU-C(number=pl)	schijfje	
van	ADP(type=pre)	van	
citroenen	NOU-C(number=pl)	citroen	
in	ADV(type=pron)	erin	mw_144
,	PC		
en	CONJ(type=coor)	en	
zet	VRB(finiteness=fin,tense=pres)	zetten	
het	PD(type=pers,position=free)	het	
dan	ADV(type=reg)	dan	
zo	ADV(type=reg)	zo	
in	ADP(type=pre)	in	
den	PD(type=d-p,subtype=art,position=prenom)	de	
oven	NOU-C(number=sg)	oven	
te	ADP(type=pre)	te	
bakken	VRB(finiteness=inf)	bakken	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
het	PD(type=d-p,subtype=art,position=prenom)	het	
vleesch-nat	NOU-C(number=sg)	vleesnat	
en	CONJ(type=coor)	en	
bind	VRB(finiteness=fin,tense=pres)	binden	
het	PD(type=pers,position=free)	het	
met	ADP(type=pre)	met	
eijeren	NOU-C(number=pl)	ei	
,	PC		
limoensap	NOU-C(number=sg)	limoensap	
en	CONJ(type=coor)	en	
zo	CONJ(type=sub)	zo	
gy	PD(type=pers,position=free)	gij	
wilt	VRB(finiteness=fin,tense=pres)	willen	
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
fyn	AA(degree=pos,position=free)	fijn	
gestoote	AA(degree=pos,position=prenom)	gestoten	
beschuit	NOU-C(number=sg)	beschuit	
,	PC		
maar	CONJ(type=coor)	maar	
men	PD(type=pers,position=free)	men	
moet	VRB(finiteness=fin,tense=pres)	moeten	
zorg	NOU-C(number=sg)	zorg	
draagen	VRB(finiteness=inf)	dragen	
dat	CONJ(type=sub)	dat	
het	PD(type=pers,position=free)	het	
niet	ADV(type=reg)	niet	
schift	VRB(finiteness=fin,tense=pres)	schiften	
,	PC		
en	CONJ(type=coor)	en	
als	CONJ(type=sub)	als	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Pastey	NOU-C(number=sg)	pastei	
een	PD(type=indef,subtype=art,position=prenom)	een	
uur	NOU-C(number=sg)	uur	
gebakken	VRB(finiteness=pastpart)	bakken	
heeft	VRB(finiteness=fin,tense=pres)	hebben	
,	PC		
zo	ADV(type=reg)	zo	
giet	VRB(finiteness=fin,tense=pres)	gieten	
dit	PD(type=d-p,subtype=oth,position=prenom)	dit	
nat	NOU-C(number=sg)	nat	
door	ADP(type=pre)	door	
het	PD(type=d-p,subtype=art,position=prenom)	het	
schoorsteentje	NOU-C(number=sg)	schoorsteentje	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
trechter	NOU-C(number=sg)	trechter	
daar	ADV(type=pron)	daarin	mw_18
in	ADV(type=pron)	daarin	mw_18
,	PC		
is	VRB(finiteness=fin,tense=pres)	zijn	
heel	AA(degree=pos,position=free)	heel	
goed	AA(degree=pos,position=free)	goed	
,	PC		
met	ADP(type=pre)	met	
broodsuiker	NOU-C(number=sg)	broodsuiker	
geraspt	VRB(finiteness=pastpart)	raspen	
over	ADP(type=pre)	over	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Pastey	NOU-C(number=sg)	pastei	
en	CONJ(type=coor)	en	
zo	ADV(type=reg)	zo	
opgedist	VRB(finiteness=pastpart)	opdissen	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
een	PD(type=indef,subtype=art,position=prenom)	een	
kop	NOU-C(number=sg)	kop	
kruis-bessen	NOU-C(number=pl)	kruisbes	
die	PD(type=d-p,position=free)	die	
wel	ADV(type=reg)	wel	
verlezen	VRB(finiteness=pastpart)	verlezen	
en	CONJ(type=coor)	en	
schoon	VRB(finiteness=pastpart)	schoonwassen	mw_281
gewassen	VRB(finiteness=pastpart)	schoonwassen	mw_281
zyn	VRB(finiteness=fin,tense=pres)	zijn	
,	PC		
en	CONJ(type=coor)	en	
kookt	VRB(finiteness=fin,tense=pres)	koken	
ze	PD(type=pers,position=free)	zij	
gaar	AA(degree=pos,position=free)	gaar	
,	PC		
en	CONJ(type=coor)	en	
dan	ADV(type=reg)	dan	
fyn	AA(degree=pos,position=free)	fijn	
gewreven	VRB(finiteness=pastpart)	wrijven	
koud	AA(degree=pos,position=free)	koud	
laaten	VRB(finiteness=inf)	laten	
worden	VRB(finiteness=inf)	worden	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
dan	ADV(type=reg)	dan	
8	NUM(type=card,position=prenom,representation=dig)	acht	
eijeren	NOU-C(number=pl)	ei	
vier	NUM(type=card,position=prenom,representation=let)	vier	
met	ADP(type=pre)	met	
het	PD(type=d-p,subtype=art,position=prenom)	het	
wit	NOU-C(number=sg)	wit	
,	PC		
en	CONJ(type=coor)	en	
vier	NUM(type=card,position=prenom,representation=let)	vier	
zonder	ADP(type=pre)	zonder	
het	PD(type=d-p,subtype=art,position=prenom)	het	
wit	NOU-C(number=sg)	wit	
,	PC		
en	CONJ(type=coor)	en	
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
gestooten	AA(degree=pos,position=prenom)	gestoten	
kaneel	NOU-C(number=sg)	kaneel	
,	PC		
en	CONJ(type=coor)	en	
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
gestoote	AA(degree=pos,position=prenom)	gestoten	
brootsuiker	NOU-C(number=sg)	broodsuiker	
,	PC		
tot	CONJ(type=sub)	totdat	mw_317
dat	CONJ(type=sub)	totdat	mw_317
het	PD(type=pers,position=free)	het	
zoet	AA(degree=pos,position=free)	zoet	
genoeg	ADV(type=reg)	genoeg	
is	VRB(finiteness=fin,tense=pres)	zijn	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
een	PD(type=indef,subtype=art,position=prenom)	een	
pond	NOU-C(number=sg)	pond	
bloem	NOU-C(number=sg)	bloem	
,	PC		
drie	NUM(type=card,position=prenom,representation=let)	drie	
vierendeel	NOU-C(number=sg)	vierendeel	
witte	AA(degree=pos,position=prenom)	wit	
suiker	NOU-C(number=sg)	suiker	
klein	AA(degree=pos,position=free)	klein	
gewreeven	VRB(finiteness=pastpart)	wrijven	
,	PC		
2	NUM(type=card,position=prenom,representation=dig)	twee	
dooren	NOU-C(number=pl)	dooier	
en	CONJ(type=coor)	en	
eijeren	NOU-C(number=pl)	ei	
,	PC		
2	NUM(type=card,position=prenom,representation=dig)	twee	
loot	NOU-C(number=sg)	loot	
gestoote	AA(degree=pos,position=prenom)	gestoten	
kaneel	NOU-C(number=sg)	kaneel	
,	PC		
een	PD(type=indef,subtype=art,position=prenom)	een	
pintje	NOU-C(number=sg)	pintje	
zoete	AA(degree=pos,position=prenom)	zoet	
room	NOU-C(number=sg)	room	
,	PC		
twee	NUM(type=card,position=prenom,representation=let)	twee	
Citroenschillen	NOU-C(number=pl)	citroenschil	
klein	AA(degree=pos,position=free)	klein	
gesneden	VRB(finiteness=pastpart)	snijden	
,	PC		
en	CONJ(type=coor)	en	
dit	PD(type=d-p,position=free)	dit	
te	ADV(type=reg)	samen	mw_265
saamen	ADV(type=reg)	samen	mw_265
een	PD(type=indef,subtype=art,position=prenom)	een	
uur	NOU-C(number=sg)	uur	
lang	AA(degree=pos,position=free)	lang	
geklopt	VRB(finiteness=pastpart)	kloppen	
en	CONJ(type=coor)	en	
in	ADP(type=pre)	in	
een	PD(type=indef,subtype=art,position=prenom)	een	
klein	AA(degree=pos,position=prenom)	klein	
Wafel-yzertje	NOU-C(number=sg)	wafelijzertje	
gebakken	VRB(finiteness=pastpart)	bakken	
,	PC		
en	CONJ(type=coor)	en	
wat	ADV(type=reg)	wat	
rond	VRB(finiteness=pastpart)	rondbuigen	mw_250
gebogen	VRB(finiteness=pastpart)	rondbuigen	mw_250
,	PC		
als	CONJ(type=sub)	als	
men	PD(type=pers,position=free)	men	
die	PD(type=d-p,position=free)	die	
daar	ADV(type=reg)	daar	
uitneemt	VRB(finiteness=fin,tense=pres)	uitnemen	
,	PC		
en	CONJ(type=coor)	en	
als	CONJ(type=sub)	als	
Kaneel-Wafeltjes	NOU-C(number=pl)	kaneelwafeltje	
hard	AA(degree=pos,position=free)	hard	
laaten	VRB(finiteness=inf)	laten	
worden	VRB(finiteness=inf)	worden	
,	PC		
is	VRB(finiteness=fin,tense=pres)	zijn	
heel	AA(degree=pos,position=free)	heel	
goed	AA(degree=pos,position=free)	goed	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
een	PD(type=indef,subtype=art,position=prenom)	een	
half	AA(degree=pos,position=prenom)	half	
pond	NOU-C(number=sg)	pond	
klein	AA(degree=pos,position=free)	klein	
gestampte	AA(degree=pos,position=prenom)	gestampt	
gepelde	AA(degree=pos,position=prenom)	gepeld	
Amandelen	NOU-C(number=pl)	amandel	
,	PC		
en	CONJ(type=coor)	en	
deelt	VRB(finiteness=fin,tense=pres)	delen	
het	PD(type=pers,position=free)	het	
in	ADP(type=pre)	in	
drie	NUM(type=card,position=prenom,representation=let)	drie	
deelen	NOU-C(number=pl)	deel	
,	PC		
het	PD(type=d-p,subtype=art,position=prenom)	het	
eerste	NUM(type=ord,position=prenom,representation=let)	eerste	
gedeelte	NOU-C(number=sg)	gedeelte	
laat	VRB(finiteness=fin,tense=pres)	laten	
men	PD(type=pers,position=free)	men	
wit	AA(degree=pos,position=free)	wit	
,	PC		
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
maakt	VRB(finiteness=fin,tense=pres)	maken	
'	PC		
er	ADV(type=pron)	ervan	mw_154
met	ADP(type=pre)	met	
suiker	NOU-C(number=sg)	suiker	
,	PC		
kaneel	NOU-C(number=sg)	kaneel	
,	PC		
en	CONJ(type=coor)	en	
geraspt	AA(degree=pos,position=prenom)	geraspt	
brood	NOU-C(number=sg)	brood	
,	PC		
een	PD(type=indef,subtype=art,position=prenom)	een	
deeg	NOU-C(number=sg)	deeg	
van	ADV(type=pron)	ervan	mw_154
,	PC		
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
rolt	VRB(finiteness=fin,tense=pres)	rollen	
het	PD(type=pers,position=free)	het	
tot	ADP(type=pre)	tot	
dunne	AA(degree=pos,position=prenom)	dun	
blaadjes	NOU-C(number=pl)	blaadje	
:	PC		
het	PD(type=d-p,subtype=art,position=prenom)	het	
tweede	NUM(type=ord,position=prenom,representation=let)	tweede	
deel	NOU-C(number=sg)	deel	
maakt	VRB(finiteness=fin,tense=pres)	maken	
men	PD(type=pers,position=free)	men	
geel	AA(degree=pos,position=free)	geel	
met	ADP(type=pre)	met	
saffraan	NOU-C(number=sg)	saffraan	
,	PC		
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
doet	VRB(finiteness=fin,tense=pres)	doen	
'	PC		
er	ADV(type=pron)	erin	mw_161
suiker	NOU-C(number=sg)	suiker	
,	PC		
en	CONJ(type=coor)	en	
kaneel	NOU-C(number=sg)	kaneel	
in	ADV(type=pron)	erin	mw_161
,	PC		
en	CONJ(type=coor)	en	
maakt	VRB(finiteness=fin,tense=pres)	maken	
'	PC		
er	ADV(type=pron)	ervan	mw_152
lankwerpig	AA(degree=pos,position=free)	langwerpig	
ronde	AA(degree=pos,position=prenom)	rond	
bolletjes	NOU-C(number=pl)	bolletje	
van	ADV(type=pron)	ervan	mw_152
,	PC		
en	CONJ(type=coor)	en	
men	PD(type=pers,position=free)	men	
wind	VRB(finiteness=fin,tense=pres)	winden	
ze	PD(type=pers,position=free)	zij	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
eerste	NUM(type=ord,position=prenom,representation=let)	eerste	
blaadjes	NOU-C(number=pl)	blaadje	
:	PC		
van	ADP(type=pre)	van	
het	PD(type=d-p,subtype=art,position=prenom)	het	
derde	NUM(type=ord,position=prenom,representation=let)	derde	
deel	NOU-C(number=sg)	deel	
maakt	VRB(finiteness=fin,tense=pres)	maken	
men	PD(type=pers,position=free)	men	
als	CONJ(type=sub)	als	
een	PD(type=indef,subtype=art,position=prenom)	een	
Amandel	NOU-C(number=sg)	amandelmelk	mw_171
melk	NOU-C(number=sg)	amandelmelk	mw_171
daar	ADV(type=pron)	daarin	mw_400
men	PD(type=pers,position=free)	men	
kaneel	NOU-C(number=sg)	kaneel	
,	PC		
suiker	NOU-C(number=sg)	suiker	
saffraan	NOU-C(number=sg)	saffraan	
en	CONJ(type=coor)	en	
zomtyds	ADV(type=reg)	somtijds	
korenten	NOU-C(number=pl)	krent	
in	ADV(type=pron)	daarin	mw_400
doet	VRB(finiteness=fin,tense=pres)	doen	
;	PC		
en	CONJ(type=coor)	en	
als	CONJ(type=sub)	als	
die	PD(type=d-p,subtype=oth,position=prenom)	die	
bolletjes	NOU-C(number=pl)	bolletje	
gebakken	VRB(finiteness=pastpart)	bakken	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
zo	ADV(type=reg)	zo	
giet	VRB(finiteness=fin,tense=pres)	gieten	
men	PD(type=pers,position=free)	men	
dit	PD(type=d-p,position=free)	dit	
daar	ADV(type=pron)	daarover	mw_26
over	ADV(type=pron)	daarover	mw_26
,	PC		
zyn	PD(type=poss,position=prenom)	zijn	
heel	AA(degree=pos,position=free)	heel	
goede	AA(degree=pos,position=prenom)	goed	
Amandel-Eijeren	NOU-C(number=pl)	amandelei	
.	PC		

Tot	ADP(type=pre)	tot	
gebradene	AA(degree=pos,position=prenom)	gebraden	
Duiven	NOU-C(number=pl)	duif	
maakt	VRB(finiteness=fin,tense=pres)	maken	
men	PD(type=pers,position=free)	men	
ook	ADV(type=reg)	ook	
wel	ADV(type=reg)	wel	
een	PD(type=indef,subtype=art,position=prenom)	een	
saus	NOU-C(number=sg)	saus	
van	ADP(type=pre)	van	
limoensap	NOU-C(number=sg)	limoensap	
,	PC		
of	CONJ(type=coor)	of	
verjuis	NOU-C(number=sg)	verjuis	
(	PC		
zynde	VRB(finiteness=prespart)	zijn	
uitgeparste	AA(degree=pos,position=prenom)	uitgeperst	
onrype	AA(degree=pos,position=prenom)	onrijp	
druiven	NOU-C(number=pl)	druif	
)	PC		
en	CONJ(type=coor)	en	
boter	NOU-C(number=sg)	boter	
,	PC		
dat	PD(type=d-p,position=free)	dat	
men	PD(type=pers,position=free)	men	
roert	VRB(finiteness=fin,tense=pres)	roeren	
tot	CONJ(type=sub)	tot	
het	PD(type=pers,position=free)	het	
wat	ADV(type=reg)	wat	
dik	AA(degree=pos,position=free)	dik	
word	VRB(finiteness=fin,tense=pres)	worden	
;	PC		
of	CONJ(type=coor)	of	
van	ADP(type=pre)	van	
roode	AA(degree=pos,position=prenom)	rood	
wyn	NOU-C(number=sg)	wijn	
met	ADP(type=pre)	met	
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
peper	NOU-C(number=sg)	peper	
en	CONJ(type=coor)	en	
gekorve	AA(degree=pos,position=prenom)	gekorven	
uijen	NOU-C(number=pl)	ui	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
een	PD(type=indef,subtype=art,position=prenom)	een	
Kapoen	NOU-C(number=sg)	kapoen	
en	CONJ(type=coor)	en	
maakt	VRB(finiteness=fin,tense=pres)	schoonmaken	mw_277
ze	PD(type=pers,position=free)	zij	
wel	ADV(type=reg)	wel	
schoon	VRB(finiteness=fin,tense=pres)	schoonmaken	mw_277
en	CONJ(type=coor)	en	
braad	VRB(finiteness=fin,tense=pres)	braden	
die	PD(type=d-p,position=free)	die	
aan	ADP(type=pre)	aan	
't	PD(type=d-p,subtype=art,position=prenom)	het	
spit	NOU-C(number=sg)	spit	
,	PC		
en	CONJ(type=coor)	en	
bedruipt	VRB(finiteness=fin,tense=pres)	bedruipen	
die	PD(type=d-p,position=free)	die	
met	ADP(type=pre)	met	
azyn	NOU-C(number=sg)	azijn	
daar	ADV(type=pron)	daarin	mw_403
een	PD(type=indef,subtype=art,position=prenom)	een	
weinigje	NOU-C(number=sg)	weinigje	
zout	NOU-C(number=sg)	zout	
in	ADV(type=pron)	daarin	mw_403
is	VRB(finiteness=fin,tense=pres)	zijn	
,	PC		
men	PD(type=pers,position=free)	men	
eet	VRB(finiteness=fin,tense=pres)	eten	
die	PD(type=d-p,position=free)	die	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
saus	NOU-C(number=sg)	saus	
van	ADP(type=pre)	van	
wyn	NOU-C(number=sg)	wijn	
,	PC		
peper	NOU-C(number=sg)	peper	
,	PC		
notemuscaat	NOU-C(number=sg)	nootmuskaat	
,	PC		
nagelen	NOU-C(number=pl)	nagel	
en	CONJ(type=coor)	en	
kaneel	NOU-C(number=sg)	kaneel	
,	PC		
daar	ADV(type=pron)	daarin	mw_399
men	PD(type=pers,position=free)	men	
ook	ADV(type=reg)	ook	
gesnede	AA(degree=pos,position=prenom)	gesneden	
Chalotten	NOU-C(number=pl)	sjalot	
of	CONJ(type=coor)	of	
uijen	NOU-C(number=pl)	ui	
in	ADV(type=pron)	daarin	mw_399
doen	VRB(finiteness=inf)	doen	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
,	PC		
en	CONJ(type=coor)	en	
dit	PD(type=d-p,position=free)	dit	
laat	VRB(finiteness=fin,tense=pres)	laten	
men	PD(type=pers,position=free)	men	
tot	ADP(type=pre)	tot	
een	PD(type=indef,subtype=art,position=prenom)	een	
redelyke	AA(degree=pos,position=prenom)	redelijk	
dikte	NOU-C(number=sg)	dikte	
te	ADV(type=reg)	samen	mw_268
samen	ADV(type=reg)	samen	mw_268
kooken	VRB(finiteness=inf)	koken	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
Schaape-tongen	NOU-C(number=pl)	schapentong	
,	PC		
die	PD(type=d-p,position=free)	die	
wel	ADV(type=reg)	wel	
schoon	VRB(finiteness=pastpart)	schoonmaken	mw_279
gemaakt	VRB(finiteness=pastpart)	schoonmaken	mw_279
zyn	VRB(finiteness=fin,tense=pres)	zijn	
,	PC		
en	CONJ(type=coor)	en	
spout	VRB(finiteness=fin,tense=pres)	openspouwen	mw_418
die	PD(type=d-p,position=free)	die	
open	VRB(finiteness=fin,tense=pres)	openspouwen	mw_418
,	PC		
en	CONJ(type=coor)	en	
laat	VRB(finiteness=fin,tense=pres)	laten	
ze	PD(type=pers,position=free)	zij	
op	ADP(type=pre)	op	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Rooster	NOU-C(number=sg)	rooster	
braaden	VRB(finiteness=inf)	braden	
,	PC		
en	CONJ(type=coor)	en	
met	ADP(type=pre)	met	
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
booter	NOU-C(number=sg)	boter	
en	CONJ(type=coor)	en	
azyn	NOU-C(number=sg)	azijn	
bedruipen	VRB(finiteness=inf)	bedruipen	
,	PC		
en	CONJ(type=coor)	en	
eet	VRB(finiteness=fin,tense=pres)	eten	
die	PD(type=d-p,position=free)	die	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
zuure	AA(degree=pos,position=prenom)	zuur	
saus	NOU-C(number=sg)	saus	
is	VRB(finiteness=fin,tense=pres)	zijn	
heel	AA(degree=pos,position=free)	heel	
goed	AA(degree=pos,position=free)	goed	
.	PC		

Neemt	VRB(finiteness=fin,tense=pres)	nemen	
tot	ADP(type=pre)	tot	
2	NUM(type=card,position=prenom,representation=dig)	twee	
ponden	NOU-C(number=pl)	pond	
Brambozen	NOU-C(number=pl)	bramboos	
,	PC		
een	PD(type=indef,subtype=art,position=prenom)	een	
pond	NOU-C(number=sg)	pond	
sap	NOU-C(number=sg)	sap	
van	ADP(type=pre)	van	
Aalbessen	NOU-C(number=pl)	aalbes	
,	PC		
laat	VRB(finiteness=fin,tense=pres)	laten	
dat	PD(type=d-p,position=free)	dat	
te	ADV(type=reg)	samen	mw_290
zaamen	ADV(type=reg)	samen	mw_290
kooken	VRB(finiteness=inf)	koken	
tot	CONJ(type=sub)	totdat	mw_319
dat	CONJ(type=sub)	totdat	mw_319
het	PD(type=pers,position=free)	het	
dik	AA(degree=pos,position=free)	dik	
word	VRB(finiteness=fin,tense=pres)	worden	
:	PC		
De	PD(type=d-p,subtype=art,position=prenom)	de	
Brambozen	NOU-C(number=pl)	bramboos	
moeten	VRB(finiteness=fin,tense=pres)	moeten	
maar	ADV(type=reg)	maar	
schoon	AA(degree=pos,position=free)	schoon	
afgewassen	VRB(finiteness=pastpart)	afwassen	
worden	VRB(finiteness=inf)	worden	
,	PC		
en	CONJ(type=coor)	en	
zo	ADV(type=reg)	zo	
heel	AA(degree=pos,position=free)	heel	
by	ADP(type=pre)	bij	
het	PD(type=d-p,subtype=art,position=prenom)	het	
sap	NOU-C(number=sg)	sap	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Aalbessen	NOU-C(number=pl)	aalbes	
gedaan	VRB(finiteness=pastpart)	doen	
worden	VRB(finiteness=inf)	worden	
,	PC		
en	CONJ(type=coor)	en	
zo	ADV(type=reg)	zo	
te	ADV(type=reg)	samen	mw_291
zaamen	ADV(type=reg)	samen	mw_291
gekookt	VRB(finiteness=pastpart)	koken	
en	CONJ(type=coor)	en	
onder	VRB(finiteness=pastpart)	ondereenroeren	mw_101
een	VRB(finiteness=pastpart)	ondereenroeren	mw_101
geroert	VRB(finiteness=pastpart)	ondereenroeren	mw_101
:	PC		
Neemt	VRB(finiteness=fin,tense=pres)	nemen	
dan	ADV(type=reg)	dan	
vyf	NUM(type=card,position=prenom,representation=let)	vijf	
vierendeel	NOU-C(number=sg)	vierendeel	
geraspte	AA(degree=pos,position=prenom)	geraspt	
broodsuiker	NOU-C(number=sg)	broodsuiker	
,	PC		
en	CONJ(type=coor)	en	
roert	VRB(finiteness=fin,tense=pres)	roeren	
'	PC		
er	ADV(type=pron)	eronder	mw_126
die	PD(type=d-p,position=free)	die	
onder	ADV(type=pron)	eronder	mw_126
,	PC		
en	CONJ(type=coor)	en	
laat	VRB(finiteness=fin,tense=pres)	laten	
het	PD(type=pers,position=free)	het	
zo	ADV(type=reg)	zo	
kooken	VRB(finiteness=inf)	koken	
tot	CONJ(type=sub)	totdat	mw_318
dat	CONJ(type=sub)	totdat	mw_318
het	PD(type=pers,position=free)	het	
heel	AA(degree=pos,position=free)	heel	
dik	AA(degree=pos,position=free)	dik	
is	VRB(finiteness=fin,tense=pres)	zijn	
;	PC		
en	CONJ(type=coor)	en	
dan	ADV(type=reg)	dan	
doet	VRB(finiteness=fin,tense=pres)	doen	
men	PD(type=pers,position=free)	men	
het	PD(type=pers,position=free)	het	
in	ADP(type=pre)	in	
